status,visibility,sku,store_view_code,attribute_set_code,product_type,product_websites,url_key,name,description,short_description,product_online,price,special_price,special_price_from_date,special_price_to_date,qty,is_in_stock,tax_class_id,categories,configurable_variation_labels,additional_attributes,configurable_variations
1,Not Visible Individually,A011371-PZ,,Default,simple,base,ZAINO-MONOSPALLA-VERDE-MILITARE-A011371-PZ,ZAINO MONOSPALLA VERDE MILITARE,,,1,15.000000,0,1990-01-01,1990-01-01,10.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1370,sys_color_description=VERDE MILITARE,sys_color_hex=797d66,sys_modello=LX 10075BS 322,sys_size=PZ,gruppo_articoli=AC-ACCESSORI,variante=BS,campagna_acquisti=AI22,cod=LX 10075BS 322-C1370-PZ,sys_barcode=2100039232019",
1,"Catalog, Search",A011371,,Default,configurable,base,ZAINO-MONOSPALLA-VERDE-MILITARE-A011371,ZAINO MONOSPALLA VERDE MILITARE,,,1,15.000000,0,1990-01-01,1990-01-01,10.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1370,sys_color_description=VERDE MILITARE,sys_color_hex=797d66,sys_modello=LX 10075BS 322,sys_size=PZ,gruppo_articoli=AC-ACCESSORI,variante=BS,campagna_acquisti=AI22,cod=LX 10075BS 322-C1370,sys_barcode=2100039232019","sku=A011371-PZ,sys_size=PZ"
1,Not Visible Individually,A011372-PZ,,Default,simple,base,ZAINO-MONOSPALLA-G.CHIARO-A011372-PZ,ZAINO MONOSPALLA G.CHIARO,,,1,15.000000,0,1990-01-01,1990-01-01,10.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C2101,sys_color_description=G.CHIARO,sys_color_hex=dbdbdb,sys_modello=LX 10075BS 322,sys_size=PZ,gruppo_articoli=AC-ACCESSORI,variante=BS,campagna_acquisti=AI22,cod=LX 10075BS 322-C2101-PZ,sys_barcode=2100039233016",
1,"Catalog, Search",A011372,,Default,configurable,base,ZAINO-MONOSPALLA-G.CHIARO-A011372,ZAINO MONOSPALLA G.CHIARO,,,1,15.000000,0,1990-01-01,1990-01-01,10.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C2101,sys_color_description=G.CHIARO,sys_color_hex=dbdbdb,sys_modello=LX 10075BS 322,sys_size=PZ,gruppo_articoli=AC-ACCESSORI,variante=BS,campagna_acquisti=AI22,cod=LX 10075BS 322-C2101,sys_barcode=2100039233016","sku=A011372-PZ,sys_size=PZ"
1,Not Visible Individually,A011593-PZ,,Default,simple,base,ZAINO-MONOSPALLA-ALBICOCCA-A011593-PZ,ZAINO MONOSPALLA ALBICOCCA,,,1,15.000000,0,1990-01-01,1990-01-01,10.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1533,sys_color_description=ALBICOCCA,sys_color_hex=fbab71,sys_modello=LX 10075BS 322,sys_size=PZ,gruppo_articoli=AC-ACCESSORI,variante=BS,campagna_acquisti=AI22,cod=LX 10075BS 322-C1533-PZ,sys_barcode=2100039454015",
1,"Catalog, Search",A011593,,Default,configurable,base,ZAINO-MONOSPALLA-ALBICOCCA-A011593,ZAINO MONOSPALLA ALBICOCCA,,,1,15.000000,0,1990-01-01,1990-01-01,10.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1533,sys_color_description=ALBICOCCA,sys_color_hex=fbab71,sys_modello=LX 10075BS 322,sys_size=PZ,gruppo_articoli=AC-ACCESSORI,variante=BS,campagna_acquisti=AI22,cod=LX 10075BS 322-C1533,sys_barcode=2100039454015","sku=A011593-PZ,sys_size=PZ"
1,Not Visible Individually,A011430-PZ,,Default,simple,base,TRACOLLA-DOPPIA-TESSUTO-TECNICO-NERO-A011430-PZ,TRACOLLA DOPPIA TESSUTO TECNICO NERO,,,1,20.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1199,sys_color_description=NERO,sys_color_hex=10101,sys_modello=EJ 10081BS 322,sys_size=PZ,composizione=90% POLUIESTERE 5% FERRO 5% ZINCO,gruppo_articoli=AC-ACCESSORI,variante=BS,campagna_acquisti=AI22,cod=EJ 10081BS 322-C1199-PZ,sys_barcode=2100039291016",
1,"Catalog, Search",A011430,,Default,configurable,base,TRACOLLA-DOPPIA-TESSUTO-TECNICO-NERO-A011430,TRACOLLA DOPPIA TESSUTO TECNICO NERO,,,1,20.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1199,sys_color_description=NERO,sys_color_hex=10101,sys_modello=EJ 10081BS 322,sys_size=PZ,composizione=90% POLUIESTERE 5% FERRO 5% ZINCO,gruppo_articoli=AC-ACCESSORI,variante=BS,campagna_acquisti=AI22,cod=EJ 10081BS 322-C1199,sys_barcode=2100039291016","sku=A011430-PZ,sys_size=PZ"
1,Not Visible Individually,A011451-II,,Default,simple,base,CINTURA-CUCITURE-IN-CONTRASTO-VERDE-A011451-II,CINTURA CUCITURE IN CONTRASTO VERDE,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1350,sys_color_description=VERDE,sys_color_hex=10842e,sys_modello=CP 10066CI 322,sys_size=II,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1350-II,sys_barcode=2100039312025",
1,Not Visible Individually,A011451-V,,Default,simple,base,CINTURA-CUCITURE-IN-CONTRASTO-VERDE-A011451-V,CINTURA CUCITURE IN CONTRASTO VERDE,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1350,sys_color_description=VERDE,sys_color_hex=10842e,sys_modello=CP 10066CI 322,sys_size=V,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1350-V,sys_barcode=2100039312056",
1,Not Visible Individually,A011451-I,,Default,simple,base,CINTURA-CUCITURE-IN-CONTRASTO-VERDE-A011451-I,CINTURA CUCITURE IN CONTRASTO VERDE,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1350,sys_color_description=VERDE,sys_color_hex=10842e,sys_modello=CP 10066CI 322,sys_size=I,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1350-I,sys_barcode=2100039312018",
1,Not Visible Individually,A011451-III,,Default,simple,base,CINTURA-CUCITURE-IN-CONTRASTO-VERDE-A011451-III,CINTURA CUCITURE IN CONTRASTO VERDE,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1350,sys_color_description=VERDE,sys_color_hex=10842e,sys_modello=CP 10066CI 322,sys_size=III,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1350-III,sys_barcode=2100039312032",
1,Not Visible Individually,A011451-IV,,Default,simple,base,CINTURA-CUCITURE-IN-CONTRASTO-VERDE-A011451-IV,CINTURA CUCITURE IN CONTRASTO VERDE,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1350,sys_color_description=VERDE,sys_color_hex=10842e,sys_modello=CP 10066CI 322,sys_size=IV,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1350-IV,sys_barcode=2100039312049",
1,"Catalog, Search",A011451,,Default,configurable,base,CINTURA-CUCITURE-IN-CONTRASTO-VERDE-A011451,CINTURA CUCITURE IN CONTRASTO VERDE,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1350,sys_color_description=VERDE,sys_color_hex=10842e,sys_modello=CP 10066CI 322,sys_size=IV,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1350,sys_barcode=2100039312025|2100039312056|2100039312018|2100039312032|2100039312049","sku=A011451-II,sys_size=II|sku=A011451-V,sys_size=V|sku=A011451-I,sys_size=I|sku=A011451-III,sys_size=III|sku=A011451-IV,sys_size=IV"
1,Not Visible Individually,A011452-II,,Default,simple,base,CINTURA-CUCITURE-IN-CONTRASTO-CUOIO-A011452-II,CINTURA CUCITURE IN CONTRASTO CUOIO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1559,sys_color_description=CUOIO,sys_color_hex=524942,sys_modello=CP 10066CI 322,sys_size=II,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1559-II,sys_barcode=2100039313022",
1,Not Visible Individually,A011452-V,,Default,simple,base,CINTURA-CUCITURE-IN-CONTRASTO-CUOIO-A011452-V,CINTURA CUCITURE IN CONTRASTO CUOIO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1559,sys_color_description=CUOIO,sys_color_hex=524942,sys_modello=CP 10066CI 322,sys_size=V,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1559-V,sys_barcode=2100039313053",
1,Not Visible Individually,A011452-IV,,Default,simple,base,CINTURA-CUCITURE-IN-CONTRASTO-CUOIO-A011452-IV,CINTURA CUCITURE IN CONTRASTO CUOIO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1559,sys_color_description=CUOIO,sys_color_hex=524942,sys_modello=CP 10066CI 322,sys_size=IV,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1559-IV,sys_barcode=2100039313046",
1,Not Visible Individually,A011452-III,,Default,simple,base,CINTURA-CUCITURE-IN-CONTRASTO-CUOIO-A011452-III,CINTURA CUCITURE IN CONTRASTO CUOIO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1559,sys_color_description=CUOIO,sys_color_hex=524942,sys_modello=CP 10066CI 322,sys_size=III,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1559-III,sys_barcode=2100039313039",
1,Not Visible Individually,A011452-I,,Default,simple,base,CINTURA-CUCITURE-IN-CONTRASTO-CUOIO-A011452-I,CINTURA CUCITURE IN CONTRASTO CUOIO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1559,sys_color_description=CUOIO,sys_color_hex=524942,sys_modello=CP 10066CI 322,sys_size=I,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1559-I,sys_barcode=2100039313015",
1,"Catalog, Search",A011452,,Default,configurable,base,CINTURA-CUCITURE-IN-CONTRASTO-CUOIO-A011452,CINTURA CUCITURE IN CONTRASTO CUOIO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1559,sys_color_description=CUOIO,sys_color_hex=524942,sys_modello=CP 10066CI 322,sys_size=I,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10066CI 322-C1559,sys_barcode=2100039313022|2100039313053|2100039313046|2100039313039|2100039313015","sku=A011452-II,sys_size=II|sku=A011452-V,sys_size=V|sku=A011452-IV,sys_size=IV|sku=A011452-III,sys_size=III|sku=A011452-I,sys_size=I"
1,Not Visible Individually,A011461-III,,Default,simple,base,CINTURA-REVERSIBILE-NERO-A011461-III,CINTURA REVERSIBILE NERO,,,1,15.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1199,sys_color_description=NERO,sys_color_hex=10101,sys_modello=CP 10073CI 322,sys_size=III,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10073CI 322-C1199-III,sys_barcode=2100039322031",
1,Not Visible Individually,A011461-II,,Default,simple,base,CINTURA-REVERSIBILE-NERO-A011461-II,CINTURA REVERSIBILE NERO,,,1,15.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1199,sys_color_description=NERO,sys_color_hex=10101,sys_modello=CP 10073CI 322,sys_size=II,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10073CI 322-C1199-II,sys_barcode=2100039322024",
1,Not Visible Individually,A011461-I,,Default,simple,base,CINTURA-REVERSIBILE-NERO-A011461-I,CINTURA REVERSIBILE NERO,,,1,15.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1199,sys_color_description=NERO,sys_color_hex=10101,sys_modello=CP 10073CI 322,sys_size=I,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10073CI 322-C1199-I,sys_barcode=2100039322017",
1,Not Visible Individually,A011461-IV,,Default,simple,base,CINTURA-REVERSIBILE-NERO-A011461-IV,CINTURA REVERSIBILE NERO,,,1,15.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1199,sys_color_description=NERO,sys_color_hex=10101,sys_modello=CP 10073CI 322,sys_size=IV,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10073CI 322-C1199-IV,sys_barcode=2100039322048",
1,Not Visible Individually,A011461-V,,Default,simple,base,CINTURA-REVERSIBILE-NERO-A011461-V,CINTURA REVERSIBILE NERO,,,1,15.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1199,sys_color_description=NERO,sys_color_hex=10101,sys_modello=CP 10073CI 322,sys_size=V,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10073CI 322-C1199-V,sys_barcode=2100039322055",
1,"Catalog, Search",A011461,,Default,configurable,base,CINTURA-REVERSIBILE-NERO-A011461,CINTURA REVERSIBILE NERO,,,1,15.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1199,sys_color_description=NERO,sys_color_hex=10101,sys_modello=CP 10073CI 322,sys_size=V,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10073CI 322-C1199,sys_barcode=2100039322031|2100039322024|2100039322017|2100039322048|2100039322055","sku=A011461-III,sys_size=III|sku=A011461-II,sys_size=II|sku=A011461-I,sys_size=I|sku=A011461-IV,sys_size=IV|sku=A011461-V,sys_size=V"
1,Not Visible Individually,A009599-PZ,,Default,simple,base,SCIARPA-MULTICOLOR-MOHAIR-55X-180-+-10X2-ANTRACITE-A009599-PZ,SCIARPA MULTICOLOR MOHAIR 55X 180 + 10X2 ANTRACITE,,,1,20.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1190,sys_color_description=ANTRACITE,sys_color_hex=686868,sys_modello=IR 12025SI 321,sys_size=PZ,composizione=100% POLIESTERE,gruppo_articoli=AC-ACCESSORI,variante=SI,campagna_acquisti=AI21,cod=IR 12025SI 321-C1190-PZ,sys_barcode=2100037460018",
1,"Catalog, Search",A009599,,Default,configurable,base,SCIARPA-MULTICOLOR-MOHAIR-55X-180-+-10X2-ANTRACITE-A009599,SCIARPA MULTICOLOR MOHAIR 55X 180 + 10X2 ANTRACITE,,,1,20.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1190,sys_color_description=ANTRACITE,sys_color_hex=686868,sys_modello=IR 12025SI 321,sys_size=PZ,composizione=100% POLIESTERE,gruppo_articoli=AC-ACCESSORI,variante=SI,campagna_acquisti=AI21,cod=IR 12025SI 321-C1190,sys_barcode=2100037460018","sku=A009599-PZ,sys_size=PZ"
1,Not Visible Individually,A009600-PZ,,Default,simple,base,SCIARPA-MULTICOLOR-MOHAIR-55X-180-+-10X2-BLUETTE-A009600-PZ,SCIARPA MULTICOLOR MOHAIR 55X 180 + 10X2 BLUETTE,,,1,20.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1250,sys_color_description=BLUETTE,sys_color_hex=33395,sys_modello=IR 12025SI 321,sys_size=PZ,composizione=100% POLIESTERE,gruppo_articoli=AC-ACCESSORI,variante=SI,campagna_acquisti=AI21,cod=IR 12025SI 321-C1250-PZ,sys_barcode=2100037461015",
1,"Catalog, Search",A009600,,Default,configurable,base,SCIARPA-MULTICOLOR-MOHAIR-55X-180-+-10X2-BLUETTE-A009600,SCIARPA MULTICOLOR MOHAIR 55X 180 + 10X2 BLUETTE,,,1,20.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1250,sys_color_description=BLUETTE,sys_color_hex=33395,sys_modello=IR 12025SI 321,sys_size=PZ,composizione=100% POLIESTERE,gruppo_articoli=AC-ACCESSORI,variante=SI,campagna_acquisti=AI21,cod=IR 12025SI 321-C1250,sys_barcode=2100037461015","sku=A009600-PZ,sys_size=PZ"
1,Not Visible Individually,A009610-II,,Default,simple,base,CINTURA-CUOIO-VOLLONATO-FIBBIA-OVALE-ORO-MORO-A009610-II,CINTURA CUOIO VOLLONATO FIBBIA OVALE ORO MORO,,,1,29.000000,20.000000,2022-07-01,2022-12-31,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=IR 10036CI 321,sys_size=II,composizione=100% PELLE,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI21,cod=IR 10036CI 321-C1590-II,sys_barcode=2100037471021",
1,Not Visible Individually,A009610-V,,Default,simple,base,CINTURA-CUOIO-VOLLONATO-FIBBIA-OVALE-ORO-MORO-A009610-V,CINTURA CUOIO VOLLONATO FIBBIA OVALE ORO MORO,,,1,29.000000,20.000000,2022-07-01,2022-12-31,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=IR 10036CI 321,sys_size=V,composizione=100% PELLE,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI21,cod=IR 10036CI 321-C1590-V,sys_barcode=2100037471052",
1,Not Visible Individually,A009610-I,,Default,simple,base,CINTURA-CUOIO-VOLLONATO-FIBBIA-OVALE-ORO-MORO-A009610-I,CINTURA CUOIO VOLLONATO FIBBIA OVALE ORO MORO,,,1,29.000000,20.000000,2022-07-01,2022-12-31,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=IR 10036CI 321,sys_size=I,composizione=100% PELLE,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI21,cod=IR 10036CI 321-C1590-I,sys_barcode=2100037471014",
1,Not Visible Individually,A009610-IV,,Default,simple,base,CINTURA-CUOIO-VOLLONATO-FIBBIA-OVALE-ORO-MORO-A009610-IV,CINTURA CUOIO VOLLONATO FIBBIA OVALE ORO MORO,,,1,29.000000,20.000000,2022-07-01,2022-12-31,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=IR 10036CI 321,sys_size=IV,composizione=100% PELLE,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI21,cod=IR 10036CI 321-C1590-IV,sys_barcode=2100037471045",
1,Not Visible Individually,A009610-III,,Default,simple,base,CINTURA-CUOIO-VOLLONATO-FIBBIA-OVALE-ORO-MORO-A009610-III,CINTURA CUOIO VOLLONATO FIBBIA OVALE ORO MORO,,,1,29.000000,20.000000,2022-07-01,2022-12-31,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=IR 10036CI 321,sys_size=III,composizione=100% PELLE,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI21,cod=IR 10036CI 321-C1590-III,sys_barcode=2100037471038",
1,"Catalog, Search",A009610,,Default,configurable,base,CINTURA-CUOIO-VOLLONATO-FIBBIA-OVALE-ORO-MORO-A009610,CINTURA CUOIO VOLLONATO FIBBIA OVALE ORO MORO,,,1,29.000000,20.000000,2022-07-01,2022-12-31,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=IR 10036CI 321,sys_size=III,composizione=100% PELLE,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI21,cod=IR 10036CI 321-C1590,sys_barcode=2100037471021|2100037471052|2100037471014|2100037471045|2100037471038","sku=A009610-II,sys_size=II|sku=A009610-V,sys_size=V|sku=A009610-I,sys_size=I|sku=A009610-IV,sys_size=IV|sku=A009610-III,sys_size=III"
1,Not Visible Individually,A009605-PZ,,Default,simple,base,SCIARPA-LEGGERA-60-X-180-STAMPA-PATCHWORK-TORTORA-A009605-PZ,SCIARPA LEGGERA 60 X 180 STAMPA PATCHWORK TORTORA,,,1,20.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1470,sys_color_description=TORTORA,sys_color_hex=766140,sys_modello=IR 12031SI 321,sys_size=PZ,composizione=100% POLIESTERE,gruppo_articoli=AC-ACCESSORI,variante=SI,campagna_acquisti=AI21,cod=IR 12031SI 321-C1470-PZ,sys_barcode=2100037466010",
1,"Catalog, Search",A009605,,Default,configurable,base,SCIARPA-LEGGERA-60-X-180-STAMPA-PATCHWORK-TORTORA-A009605,SCIARPA LEGGERA 60 X 180 STAMPA PATCHWORK TORTORA,,,1,20.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1470,sys_color_description=TORTORA,sys_color_hex=766140,sys_modello=IR 12031SI 321,sys_size=PZ,composizione=100% POLIESTERE,gruppo_articoli=AC-ACCESSORI,variante=SI,campagna_acquisti=AI21,cod=IR 12031SI 321-C1470,sys_barcode=2100037466010","sku=A009605-PZ,sys_size=PZ"
1,Not Visible Individually,A011456-I,,Default,simple,base,CINTURA-FIBBIA-RULLO-MORO-A011456-I,CINTURA FIBBIA RULLO MORO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=CP 10071CI 322,sys_size=I,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10071CI 322-C1590-I,sys_barcode=2100039317013",
1,Not Visible Individually,A011456-IV,,Default,simple,base,CINTURA-FIBBIA-RULLO-MORO-A011456-IV,CINTURA FIBBIA RULLO MORO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=CP 10071CI 322,sys_size=IV,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10071CI 322-C1590-IV,sys_barcode=2100039317044",
1,Not Visible Individually,A011456-III,,Default,simple,base,CINTURA-FIBBIA-RULLO-MORO-A011456-III,CINTURA FIBBIA RULLO MORO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=CP 10071CI 322,sys_size=III,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10071CI 322-C1590-III,sys_barcode=2100039317037",
1,Not Visible Individually,A011456-II,,Default,simple,base,CINTURA-FIBBIA-RULLO-MORO-A011456-II,CINTURA FIBBIA RULLO MORO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=CP 10071CI 322,sys_size=II,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10071CI 322-C1590-II,sys_barcode=2100039317020",
1,Not Visible Individually,A011456-V,,Default,simple,base,CINTURA-FIBBIA-RULLO-MORO-A011456-V,CINTURA FIBBIA RULLO MORO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=CP 10071CI 322,sys_size=V,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10071CI 322-C1590-V,sys_barcode=2100039317051",
1,"Catalog, Search",A011456,,Default,configurable,base,CINTURA-FIBBIA-RULLO-MORO-A011456,CINTURA FIBBIA RULLO MORO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1590,sys_color_description=MORO,sys_color_hex=261202,sys_modello=CP 10071CI 322,sys_size=V,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10071CI 322-C1590,sys_barcode=2100039317013|2100039317044|2100039317037|2100039317020|2100039317051","sku=A011456-I,sys_size=I|sku=A011456-IV,sys_size=IV|sku=A011456-III,sys_size=III|sku=A011456-II,sys_size=II|sku=A011456-V,sys_size=V"
1,Not Visible Individually,A011458-I,,Default,simple,base,CINTURA-FIBBIA-RULLO-GRIGIO-A011458-I,CINTURA FIBBIA RULLO GRIGIO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1150,sys_color_description=GRIGIO,sys_color_hex=9c9e9f,sys_modello=CP 10071CI 322,sys_size=I,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10071CI 322-C1150-I,sys_barcode=2100039319017",
1,Not Visible Individually,A011458-IV,,Default,simple,base,CINTURA-FIBBIA-RULLO-GRIGIO-A011458-IV,CINTURA FIBBIA RULLO GRIGIO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1150,sys_color_description=GRIGIO,sys_color_hex=9c9e9f,sys_modello=CP 10071CI 322,sys_size=IV,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10071CI 322-C1150-IV,sys_barcode=2100039319048",
1,Not Visible Individually,A011458-III,,Default,simple,base,CINTURA-FIBBIA-RULLO-GRIGIO-A011458-III,CINTURA FIBBIA RULLO GRIGIO,,,1,10.000000,0,1990-01-01,1990-01-01,0.000000,1,,Default Category,sys_size=Taglia,"sys_category=118,sys_color=C1150,sys_color_description=GRIGIO,sys_color_hex=9c9e9f,sys_modello=CP 10071CI 322,sys_size=III,gruppo_articoli=AC-ACCESSORI,variante=CI,campagna_acquisti=AI22,cod=CP 10071CI 322-C1150-III,sys_barcode=2100039319031",
